"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"371","1",68,"above average","east north central","in a suburb near a large city","66.09999999999999","84.2","four","both own mother and father",68,1,66.1,84.2
"372","8",53,"above average","east north central","in a large city (over 250,000)","77.40000000000001","25","none","both own mother and father",53,8,77.4,25
"373","3",31,"below average","east north central","in a large city (over 250,000)","23.3","13.6","none","both own mother and father",31,3,23.3,13.6
"374","10",45,"below average","east north central","in a large city (over 250,000)","31.2","23.3","none","both own mother and father",45,10,31.2,23.3
"375","0",40,"far below average","east north central","in a large city (over 250,000)","46.6","iap","don't know","both own mother and father",40,0,46.6,NA
"377","6",70,"far below average","east north central","in a large city (over 250,000)","26.8","26.8","none","both own mother and father",70,6,26.8,26.8
"378","3",33,"far below average","east north central","in a large city (over 250,000)","25.2","26.8","two","both own mother and father",33,3,25.2,26.8
"379","0",66,"below average","foreign","in a large city (over 250,000)","76.3","35.8","four","both own mother and father",66,0,76.3,35.8
"381","2",45,"above average","east north central","in a suburb near a large city","77.40000000000001","56.9","none","both own mother and father",45,2,77.4,56.9
"382","6",68,"above average","east north central","in a small city or town (under 50,000)","91.09999999999999","iap","none","both own mother and father",68,6,91.1,NA
"383","1",59,"average","east north central","in a suburb near a large city","20.7","26.5","four","both own mother and father",59,1,20.7,26.5
"384","2",70,"below average","east north central","in a small city or town (under 50,000)","26.8","24.6","two","both own mother and father",70,2,26.8,24.6
"385","2",75,"below average","east north central","in a suburb near a large city","32","23.3","iap","both own mother and father",75,2,32,23.3
"386","9",39,"average","east north central","in a suburb near a large city","84.5","iap","two","both own mother and father",39,9,84.5,NA
"387","2",71,"below average","east north central","in a medium-size city (50,000-250,000)","50","21.6","two","both own mother and father",71,2,50,21.6
"388","3",63,"average","east north central","in a suburb near a large city","67.7","67.7","none","both own mother and father",63,3,67.7,67.7
"389","3",54,"above average","east north central","in a suburb near a large city","52.4","iap","none","both own mother and father",54,3,52.4,NA
"390","2",77,"average","east north central","in a small city or town (under 50,000)","25","23.8","none","both own mother and father",77,2,25,23.8
"391","5",89,"average","east north central","in a suburb near a large city","26.8","35.8","four","both own mother and father",NA,5,26.8,35.8
"392","2",58,"average","east north central","in a suburb near a large city","38.3","iap","none","both own mother and father",58,2,38.3,NA
"393","1",89,"far below average","east north central","in a large city (over 250,000)","26.8","19.6","four","both own mother and father",NA,1,26.8,19.6
"394","2",39,"average","foreign","in a medium-size city (50,000-250,000)","50.4","iap","none","both own mother and father",39,2,50.4,NA
"395","1",20,"average","east north central","in a suburb near a large city","iap","iap","no answer","both own mother and father",20,1,NA,NA
"396","4",22,"far below average","east north central","in a large city (over 250,000)","iap","iap","none","both own mother and father",22,4,NA,NA
"397","3",72,"below average","east north central","in a large city (over 250,000)","83.8","38.3","one","both own mother and father",72,3,83.8,38.3
"398","0",22,"average","east north central","in a suburb near a large city","35.8","iap","four","both own mother and father",22,0,35.8,NA
"401","3",30,"far below average","east north central","in a suburb near a large city","26.8","17.1","don't know","both own mother and father",30,3,26.8,17.1
"404","2",48,"average","east north central","in a suburb near a large city","65.3","iap","two","both own mother and father",48,2,65.3,NA
"406","6",62,"far below average","east north central","in a small city or town (under 50,000)","iap","iap","none","both own mother and father",62,6,NA,NA
"407","1",57,"average","south atlantic","in a medium-size city (50,000-250,000)","48.3","56.9","none","both own mother and father",57,1,48.3,56.9
"409","9",61,"average","east north central","in a suburb near a large city","31.6","20.7","iap","both own mother and father",61,9,31.6,20.7
"410","skipped on web",60,"below average","east north central","farm","14","iap","none","both own mother and father",60,NA,14,NA
"411","9",51,"average","foreign","in a suburb near a large city","18.6","23.8","four","both own mother and father",51,9,18.6,23.8
"412","2",84,"average","east north central","in a small city or town (under 50,000)","32","19.6","four","both own mother and father",84,2,32,19.6
"413","2",29,"above average","east north central","in a suburb near a large city","38.8","69.3","four","both own mother and father",29,2,38.8,69.3
"414","1",31,"above average","south atlantic","in a medium-size city (50,000-250,000)","86.5","80.90000000000001","none","both own mother and father",31,1,86.5,80.9
"415","2",77,"average","east north central","in a large city (over 250,000)","65.3","38.1","one","both own mother and father",77,2,65.3,38.1
"416","2",40,"average","east north central","in a large city (over 250,000)","25.1","24.6","four","both own mother and father",40,2,25.1,24.6
"417","2",20,"average","east north central","in a suburb near a large city","iap","52.6","none","both own mother and father",20,2,NA,52.6
"419","1",24,"above average","east north central","in a small city or town (under 50,000)","75.5","84.5","one","both own mother and father",24,1,75.5,84.5
"420","13",63,"below average","east north central","in a large city (over 250,000)","24.6","iap","none","both own mother and father",63,13,24.6,NA
"421","3",46,"above average","east north central","in a medium-size city (50,000-250,000)","57.5","iap","none","both own mother and father",46,3,57.5,NA
"422","1",31,"above average","pacific","in a medium-size city (50,000-250,000)","31.1","28.6","none","both own mother and father",31,1,31.1,28.6
"423","0",85,"average","east north central","in a large city (over 250,000)","32","55.3","none","both own mother and father",85,0,32,55.3
"424","6",42,"below average","east north central","in a suburb near a large city","34.7","26.8","two","both own mother and father",42,6,34.7,26.8
"426","2",62,"average","east north central","in a large city (over 250,000)","38.3","46.6","none","both own mother and father",62,2,38.3,46.6
"429","3",63,"average","east north central","in a medium-size city (50,000-250,000)","28.4","35.8","three","both own mother and father",63,3,28.4,35.8
"430","4",49,"average","east north central","in a suburb near a large city","59.1","iap","two","both own mother and father",49,4,59.1,NA
"431","1",59,"average","east north central","in open country but not on a farm","48.3","20.8","none","both own mother and father",59,1,48.3,20.8
"432","2",75,"average","east north central","in a small city or town (under 50,000)","38.3","35.8","none","both own mother and father",75,2,38.3,35.8
"434","0",45,"below average","pacific","in a medium-size city (50,000-250,000)","39.7","12.6","one","both own mother and father",45,0,39.7,12.6
"435","1",55,"average","east north central","in a small city or town (under 50,000)","83.8","iap","four","both own mother and father",55,1,83.8,NA
"436","1",79,"average","east north central","in a small city or town (under 50,000)","62.7","38.3","iap","both own mother and father",79,1,62.7,38.3
"438","5",29,"average","east north central","in a suburb near a large city","73.40000000000001","25.7","four","both own mother and father",29,5,73.4,25.7
"439","6",32,"average","east north central","in a suburb near a large city","59.1","38.8","none","both own mother and father",32,6,59.1,38.8
"440","1",21,"average","east north central","in a small city or town (under 50,000)","83.8","iap","none","both own mother and father",21,1,83.8,NA
"441","3",39,"average","pacific","in a suburb near a large city","23.3","44.6","four","both own mother and father",39,3,23.3,44.6
"446","2",71,"average","east north central","in a suburb near a large city","39.7","38.3","iap","both own mother and father",71,2,39.7,38.3
"447","1",39,"below average","east north central","in a small city or town (under 50,000)","86.5","25","none","both own mother and father",39,1,86.5,25
"449","0",47,"above average","east north central","in a suburb near a large city","79.3","19.6","none","both own mother and father",47,0,79.3,19.6
"454","2",64,"average","south atlantic","in a large city (over 250,000)","46","44.6","none","both own mother and father",64,2,46,44.6
"455","0",29,"below average","south atlantic","in a suburb near a large city","63.7","21.6","none","both own mother and father",29,0,63.7,21.6
"456","2",36,"above average","south atlantic","in a small city or town (under 50,000)","80.2","60.3","none","both own mother and father",36,2,80.2,60.3
"459","2",56,"above average","middle atlantic","in a suburb near a large city","62","38.8","none","both own mother and father",56,2,62,38.8
"462","3",56,"average","south atlantic","in a small city or town (under 50,000)","59.1","iap","none","both own mother and father",56,3,59.1,NA
"464","6",72,"below average","middle atlantic","in open country but not on a farm","28.7","26.8","three","both own mother and father",72,6,28.7,26.8
"465","4",36,"above average","foreign","in a small city or town (under 50,000)","39.9","iap","four","both own mother and father",36,4,39.9,NA
"467","2",49,"below average","south atlantic","in a large city (over 250,000)","20.7","20.7","none","both own mother and father",49,2,20.7,20.7
"469","2",65,"above average","south atlantic","in a suburb near a large city","34.8","38.3","none","both own mother and father",65,2,34.8,38.3
"470","5",45,"average","south atlantic","in open country but not on a farm","32","43","two","both own mother and father",45,5,32,43
