"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"250","1","21","average","foreign","in a suburb near a large city","13.2","iap","four","both own mother and father",21,1,13.2,NA
"251","13","50","below average","foreign","in a medium-size city (50,000-250,000)","50","iap","two","both own mother and father",50,13,50,NA
"252","9","60","average","foreign","in a large city (over 250,000)","26.8","iap","four","both own mother and father",60,9,26.8,NA
"253","3","66","average","pacific","in a medium-size city (50,000-250,000)","89.3","iap","two","both own mother and father",66,3,89.3,NA
"254","3","23","far below average","pacific","in a large city (over 250,000)","28.7","iap","one","both own mother and father",23,3,28.7,NA
"255","9","64","far below average","foreign","in a small city or town (under 50,000)","14","iap","four","both own mother and father",64,9,14,NA
"256","2","32","average","pacific","in a large city (over 250,000)","iap","38.8","four","mother only",32,2,NA,38.8
"257","2","26","far below average","foreign","farm","iap","iap","four","some other female relative (no male head)",26,2,NA,NA
"258","0","59","average","pacific","in a medium-size city (50,000-250,000)","57.5","iap","none","both own mother and father",59,0,57.5,NA
"259","7","81","below average","pacific","in a small city or town (under 50,000)","39.9","12.6","none","both own mother and father",81,7,39.9,12.6
"260","1","36","average","pacific","in a suburb near a large city","iap","iap","none","both own mother and father",36,1,NA,NA
"261","1","29","below average","foreign","farm","39.9","iap","four","both own mother and father",29,1,39.9,NA
"262","0","57","average","pacific","in a medium-size city (50,000-250,000)","39.7","iap","none","mother and stepfather",57,0,39.7,NA
"263","4","50","don't know","east north central","in a large city (over 250,000)","iap","24.6","iap","other",50,4,NA,24.6
"264","2","38","above average","middle atlantic","in a suburb near a large city","62","82.5","none","both own mother and father",38,2,62,82.5
"265","4","29","below average","middle atlantic","in a large city (over 250,000)","iap","31.6","none","mother only",29,4,NA,31.6
"266","7","no answer","far below average","foreign","in a large city (over 250,000)","31.6","iap","four","both own mother and father",NA,7,31.6,NA
"267","2","37","average","pacific","in a large city (over 250,000)","19.6","62","none","both own mother and father",37,2,19.6,62
"268","4","30","average","pacific","in a large city (over 250,000)","91.90000000000001","86.8","one","both own mother and father",30,4,91.9,86.8
"269","2","19","no answer","pacific","in a large city (over 250,000)","54.6","69.5","four","both own mother and father",19,2,54.6,69.5
"270","1","52","above average","middle atlantic","in a large city (over 250,000)","85.8","80.90000000000001","none","both own mother and father",52,1,85.8,80.9
"271","3","69","above average","pacific","in a large city (over 250,000)","92.09999999999999","iap","four","both own mother and father",69,3,92.1,NA
"272","1","66","above average","east north central","in a suburb near a large city","67.7","43","one","both own mother and father",66,1,67.7,43
"273","1","45","above average","east north central","in a medium-size city (50,000-250,000)","67.7","iap","one","both own mother and father",45,1,67.7,NA
"274","1","33","average","south atlantic","in a medium-size city (50,000-250,000)","62","38.3","none","both own mother and father",33,1,62,38.3
"275","1","55","average","south atlantic","in a large city (over 250,000)","67.7","24.6","none","mother and stepfather",55,1,67.7,24.6
"276","7","46","above average","foreign","in a small city or town (under 50,000)","iap","12.6","four","mother only",46,7,NA,12.6
"277","2","57","far below average","west north central","farm","39.9","38.3","none","both own mother and father",57,2,39.9,38.3
"278","1","42","far below average","pacific","in a large city (over 250,000)","iap","37.6","none","mother only",42,1,NA,37.6
"279","4","58","below average","pacific","in a large city (over 250,000)","iap","35.5","four","mother only",58,4,NA,35.5
"280","2","37","below average","pacific","in a small city or town (under 50,000)","39.7","25","four","both own mother and father",37,2,39.7,25
"281","3","68","average","pacific","in a medium-size city (50,000-250,000)","34.7","14","three","both own mother and father",68,3,34.7,14
"282","13","68","below average","pacific","in a medium-size city (50,000-250,000)","18.6","13.6","four","both own mother and father",68,13,18.6,13.6
"283","3","35","below average","pacific","in a small city or town (under 50,000)","25.2","iap","four","both own mother and father",35,3,25.2,NA
"284","2","41","above average","foreign","in a small city or town (under 50,000)","61.4","54.6","four","both own mother and father",41,2,61.4,54.6
"285","2","28","below average","pacific","in a medium-size city (50,000-250,000)","iap","20.1","two","mother only",28,2,NA,20.1
"286","3","53","average","pacific","in a medium-size city (50,000-250,000)","32","25","four","both own mother and father",53,3,32,25
"287","2","63","average","east north central","in a small city or town (under 50,000)","65.3","13.6","none","both own mother and father",63,2,65.3,13.6
"288","1","71","average","pacific","in a small city or town (under 50,000)","iap","38.8","three","mother only",71,1,NA,38.8
"289","9","56","below average","skipped on web","in a small city or town (under 50,000)","24.6","iap","four","other",56,9,24.6,NA
"290","2","44","above average","mountain","in a large city (over 250,000)","43","38.3","none","both own mother and father",44,2,43,38.3
"291","2","26","above average","pacific","in a medium-size city (50,000-250,000)","87.90000000000001","iap","none","both own mother and father",26,2,87.9,NA
"292","3","67","below average","pacific","in a large city (over 250,000)","13.6","26.5","four","both own mother and father",67,3,13.6,26.5
"293","1","49","average","pacific","in a suburb near a large city","iap","80.90000000000001","none","mother only",49,1,NA,80.9
"294","1","32","above average","pacific","in a suburb near a large city","81.5","iap","four","both own mother and father",32,1,81.5,NA
"295","1","39","average","pacific","in a suburb near a large city","43","iap","four","both own mother and father",39,1,43,NA
"296","2","61","far below average","foreign","in a medium-size city (50,000-250,000)","58.4","12.6","four","both own mother and father",61,2,58.4,12.6
"297","5","55","far below average","foreign","in a small city or town (under 50,000)","32.6","84.2","four","both own mother and father",55,5,32.6,84.2
"298","1","65","average","pacific","in a suburb near a large city","84","62.9","don't know","both own mother and father",65,1,84,62.9
"299","5","61","above average","pacific","in a suburb near a large city","iap","iap","none","both own mother and father",61,5,NA,NA
"300","2","28","above average","mountain","in a medium-size city (50,000-250,000)","65.3","26.1","none","both own mother and father",28,2,65.3,26.1
"301","7","60","above average","pacific","in a medium-size city (50,000-250,000)","89.3","80.90000000000001","two","both own mother and father",60,7,89.3,80.9
"302","4","63","below average","pacific","in a suburb near a large city","28.3","iap","three","both own mother and father",63,4,28.3,NA
"303","3","78","average","west north central","in a large city (over 250,000)","38.3","39.7","one","both own mother and father",78,3,38.3,39.7
"304","2","23","far below average","pacific","in a medium-size city (50,000-250,000)","55.3","iap","four","both own mother and father",23,2,55.3,NA
"305","2","60","average","pacific","in a medium-size city (50,000-250,000)","43","68.59999999999999","two","both own mother and father",60,2,43,68.6
"306","2","26","below average","pacific","in a medium-size city (50,000-250,000)","25.2","39.7","none","both own mother and father",26,2,25.2,39.7
"307","4","54","average","foreign","in open country but not on a farm","14","iap","iap","both own mother and father",54,4,14,NA
"308","1","83","above average","pacific","in a large city (over 250,000)","iap","iap","two","mother only",83,1,NA,NA
"309","2","65","average","pacific","in a suburb near a large city","25.2","iap","none","both own mother and father",65,2,25.2,NA
"310","4","39","average","pacific","in a suburb near a large city","iap","iap","four","mother only",39,4,NA,NA
"311","6","68","above average","pacific","in a large city (over 250,000)","31.6","67.7","three","both own mother and father",68,6,31.6,67.7
"312","14","66","above average","foreign","in a medium-size city (50,000-250,000)","25.2","38.8","four","both own mother and father",66,14,25.2,38.8
"313","2","75","below average","pacific","in a large city (over 250,000)","46.5","20.7","none","both own mother and father",75,2,46.5,20.7
"314","0","36","average","pacific","in a suburb near a large city","86.5","iap","four","some other male relative (no female head)",36,0,86.5,NA
"315","8","64","below average","foreign","in a small city or town (under 50,000)","iap","80.90000000000001","four","some other female relative (no male head)",64,8,NA,80.9
"316","8","89","below average","pacific","in a medium-size city (50,000-250,000)","23.3","39.9","four","other arrangement with relatives (e.g., aunt and uncle, grandparents)",NA,8,23.3,39.9
"317","1","no answer","average","pacific","in a medium-size city (50,000-250,000)","55.3","38.8","none","both own mother and father",NA,1,55.3,38.8
"318","2","73","average","pacific","in a medium-size city (50,000-250,000)","76.3","52","two","both own mother and father",73,2,76.3,52
"319","2","56","average","pacific","in a medium-size city (50,000-250,000)","37.6","37.6","none","mother and stepfather",56,2,37.6,37.6
"320","2","33","far below average","pacific","in a medium-size city (50,000-250,000)","iap","iap","four","both own mother and father",33,2,NA,NA
